Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
81,6.33,184.2,1.152643152,0.169036335,0.248503099,22.64242424
82,6.7,186.6,1.152521672,0.135820896,0.374685159,32.55151515
83,7.12,188.3,1.152937386,0.077247191,0.417492128,28.0969697
84,7.01,191.5,1.153354275,0.04850214,0.451729105,24.95757576
85,7.39,194.2,1.152787548,0.062246279,0.503934323,20.07272727
86,7.53,197.2,1.152303454,0.073041169,0.456907672,23.55151515
87,7.04,202.5,1.152026916,0.098011364,0.351361772,23.69090909
88,6.84,207.8,1.152314408,0.109649123,0.276284858,27.16363636
89,6.47,212,1.151973125,0.097372488,0.293173472,24.49090909
90,5.64,216.6,1.151464401,0.157801418,0.433516803,15.33333333
91,4.94,222.1,1.151199418,0.105263158,0.303036702,8.36969697
92,5.46,225,1.150503151,0.137362637,0.295441909,6.8
93,5.95,223.7,1.150108561,0.105882353,0.338053036,12.56363636
94,6.02,221.3,1.148901649,0.104651163,0.359690049,9.915151515
95,5.47,227.8,1.148697378,0.182815356,0.217398174,3.478787879
96,4.47,228.4,1.147378286,0.214765101,0.197341717,3.787878788
97,4.96,237.6,1.146984035,0.122983871,0.129070416,2.836363636
98,4.8,237.7,1.147496374,0.116666667,0.275549473,3.121212121
99,4.3,235,1.146458917,0.141860465,0.094983928,3.309090909
100,5.19,243.9,1.146060535,0.100192678,0.272886272,-1.054545455
101,4.56,245.6,1.146350819,0.125,0.279965438,-0.084848485
102,4.38,243,1.146516412,0.121004566,0.168515286,1.2
103,3.93,243.6,1.146015233,0.145038168,0.289348967,1.727272727
104,4.24,250.7,1.144529308,0.110849057,0.151752759,0.76969697
105,4.97,259.7,1.143872072,0.14084507,0.205903364,1.024242424
106,4.36,281.5,1.139985905,0.149082569,0.147434299,0.721212121
107,4.14,300.4,1.137793182,0.157004831,-0.010704744,0.23030303
108,5.13,304.7,1.139035217,0.196881092,0.083829951,1.078787879
109,5.22,304.3,1.141205206,0.105363985,0.158726799,7.896969697
110,4.83,300.4,1.141093119,0.115942029,0.232497534,4.490909091
111,4.76,290.7,1.141181735,0.136554622,0.114916835,4.151515152
112,4.72,296.1,1.13748068,0.165254237,0.135838043,0.515151515
113,4.83,328.4,1.139265349,0.120082816,0.070076161,4.533333333
114,5.26,324.2,1.139582521,0.129277567,0.121503807,2.945454545
115,5.32,323.5,1.139087844,0.135338346,0.080780905,10.58787879
116,4.91,325.2,1.138607548,0.152749491,0.135226791,4.981818182
117,6.15,321.7,1.138328203,0.144715447,0.114884873,6.775757576
118,5.86,320.4,1.13917834,0.156996587,0.053711116,18.92121212
119,7.43,324,1.139807091,0.114401077,0.135595661,33.4969697
120,7.48,323.2,1.141514318,0.139037433,0.125215874,36.46060606
121,7.58,320.8,1.140887779,0.072559367,0.170479367,33.28484848
122,7.16,326.2,1.140217154,0.096368715,0.160795947,31.38787879
123,7.01,321.9,1.140387635,0.109843081,0.174626867,26.45454545
124,6.65,328.5,1.140936737,0.156390977,0.17001312,25.80606061
125,6.21,334.5,1.140779928,0.193236715,0.098737591,17.76969697
126,6.99,332.9,1.140779928,0.121602289,0.280771873,28.05454545
127,8.85,333.5,1.142593721,0.06440678,0.274839247,40.64848485
128,7.17,332.6,1.143824209,0.092050209,0.224755484,31.83030303
129,6.85,340.3,1.144116236,0.160583942,0.210733248,26.77575758
130,7.65,344.7,1.14532148,0.101960784,0.156362187,30.52727273
131,5.36,347.2,1.145701848,0.190298507,0.158880289,19.01818182
132,5.21,359.6,1.146256065,0.117082534,-0.029645074,8.478787879
133,5.4,358.5,1.146861397,0.07037037,0.016514798,7
134,5.09,354.1,1.147114398,0.117878193,0.093586222,2.587878788
135,4.75,0.59,1.146999396,0.124210526,0.037728806,4.527272727
136,4.78,350.1,1.146741062,0.179916318,0.080436715,2.921212121
137,3.83,351,1.146744004,0.117493473,-0.068526671,4.042424242
138,4.94,344.5,1.14664976,0.145748988,0.212155524,10.9030303
139,5.25,350.4,1.146447566,0.12,0.099506982,11.12121212
140,5.27,351,1.147052872,0.087286528,0.148136886,5.066666667
141,4.95,352.9,1.147095127,0.098989899,0.063728184,3.648484848
142,4.27,354.5,1.147377221,0.117096019,0.201326238,1.957575758
143,4.25,359.6,1.147345312,0.105882353,0.069004332,1.709090909
144,3.91,356,1.147667828,0.112531969,0.214548102,2.993939394
145,4.45,349.7,1.148212005,0.101123596,0.293041425,-0.290909091
146,3.87,4,1.148911165,0.059431525,-0.034173444,-0.593939394
147,3.99,5,1.148906394,0.052631579,0.044988476,-0.066666667
148,4.22,6.91,1.149530995,0.049763033,0.192315478,0.721212121
149,4.31,10.27,1.149320782,0.055684455,0.073349167,4.054545455
150,4.53,5.06,1.149238107,0.092715232,0.024653195,5.303030303
151,5.16,4.71,1.148902876,0.063953488,0.169915288,9.648484848
152,5.24,7.95,1.149391647,0.036259542,0.284525447,7.418181818
153,4.8,11.57,1.149134271,0.035416667,0.113934208,3.903030303
154,4.98,12,1.149543998,0.030120482,0.077149555,5.521212121
155,5.26,12,1.150099323,0.034220532,0.15747593,8.175757576
156,4.82,13.05,1.15047167,0.043568465,0.07975706,3.842424242
157,5.07,16.95,1.150834853,0.047337278,0.211267767,3.103030303
158,5.16,51.52,1.151284637,0.029069767,0.379298877,3.151515152
159,4.74,57.3,1.1513093,0.035864979,0.305996051,2.096969697
160,4.1,57.48,1.152999128,0.03902439,0.422382561,0.878787879
161,4.34,57.59,1.15368553,0.048387097,0.608510151,0.672727273
162,4.42,57.72,1.154423799,0.033936652,0.717432624,0.915151515
163,4.4,57.17,1.154864703,0.034090909,0.799480627,0.218181818
164,4.53,61.65,1.155489999,0.039735099,0.751308417,-1.206060606
165,3.94,13.6,1.160182137,0.088832487,0.864285617,-0.448484848
166,4.03,4.19,1.150358011,0.188585608,0.067145568,0.872727273
167,3.94,9.53,1.149329454,0.170050761,0.080363341,-0.193939394
168,3.92,353.8,1.145914038,0.278061224,-0.094298582,-0.739393939
169,4.15,4.76,1.145992654,0.151807229,0.087332332,0.587878788
170,4.24,356.6,1.145255931,0.195754717,-0.010452867,-0.490909091
171,3.61,348.5,1.14169911,0.174515235,-0.006144485,-0.472727273
172,4.58,140.7,1.144695618,0.065502183,0.140124023,3.012121212
173,4.34,135,1.144953369,0.108294931,-0.114701781,1.309090909
174,4.51,135.1,1.14500695,0.186252772,-0.264357715,0.175757576
175,4.65,134.2,1.145063899,0.15483871,-0.075143912,-0.339393939
176,4.91,136,1.145291661,0.124236253,0.031895134,0.206060606
177,5.29,135.8,1.14566535,0.094517958,0.038115464,0.248484848
178,5.22,139.2,1.146178497,0.067049808,0.117969141,3.975757576
179,5.05,139.1,1.146478966,0.069306931,0.15482048,5.484848485
180,5.08,140.9,1.146235625,0.070866142,0.177428923,5.121212121
181,5.47,145.7,1.14639152,0.058500914,0.078526077,1.806060606
182,5.11,147.5,1.146384701,0.062622309,0.04833728,1.606060606
183,5.89,154.9,1.146852938,0.030560272,0.108185628,3.436363636
184,5.99,156.8,1.147506511,0.045075125,0.029865728,5.175757576
185,5.61,155.8,1.146901851,0.033868093,0.072437834,4.872727273
186,5.63,156.4,1.146811398,0.026642984,0.055933209,6.272727273
187,5.53,156.2,1.147120532,0.048824593,0.020174799,5.951515152
188,5.54,154.3,1.14787407,0.025270758,0.040460683,4.454545455
189,4.53,149.2,1.147702699,0.070640177,0.11574145,-0.127272727
190,5.24,152.8,1.14810236,0.049618321,0.274909717,1.006060606
191,5.39,157.7,1.148289092,0.083487941,-0.004117202,5.127272727
192,4.81,157.2,1.149110284,0.112266112,-0.207083088,7.690909091
193,4.94,158.6,1.150032884,0.119433198,-0.096781767,12.07272727
194,5.39,158.1,1.150303917,0.116883117,-0.012328783,13.57575758
195,6.77,156.8,1.150119018,0.050221566,0.066608591,13.46060606
196,5.93,158.1,1.150251021,0.175379427,-0.051831053,19.78181818
197,4.65,162.8,1.151119144,0.144086022,-0.125369137,15.67272727
198,5.48,165.3,1.150737951,0.109489051,-0.020174799,14.09090909
199,5.66,164.4,1.150197914,0.070671378,0.15437059,10.56363636
200,5.64,169.9,1.149935149,0.046099291,0.223552425,6.351515152
201,4.98,176.1,1.149902126,0.0562249,0.109712673,3.260606061
202,4.99,167.2,1.150479208,0.038076152,0.109487299,4.393939394
203,4.78,162.8,1.151722306,0.106694561,0.028058016,6.666666667
204,4.35,162.4,1.153885682,0.135632184,0.03603465,4.212121212
205,4.94,168.3,1.15405395,0.062753036,0.124847033,4.636363636
206,5.68,175.3,1.154183134,0.077464789,0.162205625,9.848484848
207,5.57,176.1,1.154841264,0.129263914,0.165531318,10.3030303
208,6.17,173.9,1.154825726,0.032414911,0.291980126,10.8
209,5.78,169.8,1.154048027,0.053633218,0.2348841,8.848484848
210,5.5,176,1.15327897,0.036363636,0.185209736,5.721212121
211,5.9,176.8,1.153408735,0.071186441,0.17215324,10.19393939
212,4.99,176.3,1.153437582,0.130260521,-0.05712677,6.375757576
213,4.3,177.1,1.153653563,0.162790698,-0.294665979,6.721212121
214,3.99,177.4,1.153243979,0.145363409,-0.478889085,6.884848485
215,4.72,176.3,1.152698673,0.165254237,-0.16763408,6.945454545
216,5.27,176.1,1.152905441,0.104364326,0.016923739,7.824242424
217,5.67,173.9,1.152095109,0.068783069,0.055533644,9.83030303
218,5.96,172.4,1.152250918,0.041946309,0.315854012,10.18787879
219,4.43,174.6,1.153092011,0.23476298,0.171951217,4.393939394
220,4.07,172.4,1.154408456,0.14987715,0.316181279,-0.103030303
221,3.56,167,1.15277281,0.18258427,0.069716224,-0.854545455
222,4.43,142.4,1.139119617,0.130925508,0.050715218,2.787878788
223,5.32,141.1,1.139169,0.086466165,0.093808684,5.587878788
224,5.17,144.6,1.139234496,0.094777563,0.141923237,3.818181818
225,5.11,147.2,1.139126462,0.093933464,0.148286782,4.878787879
226,5.6,141.8,1.139283007,0.141071429,0.17317052,9.254545455
227,5.62,143.4,1.139108146,0.081850534,0.185381585,8.612121212
228,5.61,146.8,1.139210851,0.096256684,0.296038385,12.67272727
229,4.99,145.8,1.139242677,0.148296593,0.259398653,7.703030303
230,5.23,145.4,1.138565371,0.13957935,0.091028994,6.466666667
231,5.75,146.4,1.139007692,0.151304348,0.131283669,12.51515152
232,6.05,150.1,1.138858421,0.155371901,0.175652619,17.58181818
233,5.2,160.7,1.138131121,0.184615385,0.145634257,15.75151515
234,4.19,161.9,1.137861027,0.164677804,0.187977337,6.618181818
235,4.71,163.3,1.13837254,0.163481953,0.228273426,1.593939394
236,4.36,164.5,1.137767164,0.116972477,0.141996768,-0.23030303
237,5.08,161.7,1.13792853,0.104330709,0.254529247,2.351515152
238,5.1,165.4,1.13753986,0.096078431,0.205182396,4.466666667
239,4.92,163.9,1.13676322,0.158536585,0.193272286,9.739393939
240,5.59,168.3,1.136868518,0.119856887,0.164916537,7.618181818
241,5.07,170.1,1.136970777,0.112426036,0.130831053,8.606060606
242,4.93,171.3,1.137528933,0.133874239,0.163571359,9.151515152
243,4.54,174.9,1.137985177,0.149779736,0.069574415,2.175757576
244,5.65,168.7,1.137842352,0.111504425,0.29828946,4.527272727
245,5.92,170.2,1.137846205,0.087837838,0.237367632,10.95757576
246,6,168.9,1.138174669,0.04,0.225818364,10.01818182
247,6.25,163.3,1.138011569,0.0448,0.312398971,11.47878788
248,5.54,160.4,1.138714924,0.120938628,0.290883544,11.71515152
249,4.78,157.1,1.139075931,0.127615063,0.282047126,14.76363636
250,4.68,156,1.139416064,0.108974359,0.023858769,14.95151515
251,4.41,156.3,1.139600535,0.111111111,-0.069419089,10.13939394
252,4.73,155.1,1.14001413,0.11205074,-0.009372293,10.26666667
253,4.88,154.7,1.139690699,0.114754098,0.009122108,10.23636364
254,4.67,158.3,1.140388664,0.117773019,0.167906178,11.09090909
255,5.12,160.2,1.140449111,0.126953125,0.455881711,10.63636364
256,5.62,161.6,1.140243265,0.12455516,0.498619419,14.36363636
257,5.68,160.8,1.139843484,0.117957746,0.364675565,19.67272727
258,6.13,162.8,1.140350376,0.097879282,0.613787018,18.01212121
259,5.77,163.4,1.140525378,0.08492201,0.572018528,14.30909091
260,6,168.9,1.140275026,0.048333333,0.4005401,12.57575758
261,5.47,172.3,1.140403323,0.106032907,0.177454899,10.60606061
262,6.57,169.7,1.140526493,0.063926941,0.175821971,21.14545455
263,6.22,170.3,1.140845903,0.064308682,0.26922482,15.84242424
264,6.39,170.4,1.141281353,0.075117371,0.297100585,18.54545455
265,7.43,173.1,1.140542474,0.069986541,0.219792303,29.58787879
266,7.31,173.9,1.140657109,0.065663475,0.230319179,32.4
267,6.8,174.6,1.141265662,0.122058824,0.117375308,31.35151515
268,6.07,176.5,1.14135063,0.10708402,-0.127978243,31.63636364
269,4.9,180.8,1.141537474,0.130612245,-0.244431733,22.88484848
270,4.61,180.5,1.141539455,0.121475054,-0.228723496,15.86060606
271,4.76,177.4,1.141981915,0.105042017,-0.388585207,22.66060606
272,4.9,176.8,1.141723632,0.128571429,-0.386009348,23.29090909
273,5.02,179.6,1.141136014,0.097609562,-0.508008072,29.66666667
274,5.47,179.1,1.141516615,0.104204753,-0.42049004,37.76969697
275,6.09,177.2,1.14138167,0.119868637,-0.283801429,42.0969697
276,5.87,177.2,1.141809259,0.109028961,-0.375136939,44.96363636
277,6.42,176.1,1.141813792,0.127725857,-0.217360223,45.55151515
278,7.12,176,1.141643695,0.110955056,0.053678392,45.85454545
279,8.42,175.6,1.140706288,0.06888361,0.347686481,45.63636364
280,8.32,174.8,1.139690539,0.072115385,0.275347991,44.52727273
281,9.18,174.4,1.139835801,0.071895425,0.422468214,50.83030303
282,9.57,174,1.140457956,0.028213166,0.428779745,59.36363636
283,8.94,175.6,1.14001296,0.097315436,0.241219293,63.38787879
284,10.19,174,1.13897508,0.02747792,0.450342384,69.52727273
285,10.44,172.3,1.138858338,0.016283525,0.425497715,71.39393939
286,10.57,173.1,1.13823637,0.021759697,0.47369684,68.68484848
287,10.89,173.1,1.137612695,0.017447199,0.550373661,66.87272727
288,10.86,173.1,1.137392106,0.020257827,0.552099628,62.86060606
289,10.96,172,1.137526536,0.019160584,0.569838429,66.2
290,11.05,170.1,1.139104422,0.018099548,0.614353394,65.46060606
291,11.06,169.7,1.139175411,0.022603978,0.587395396,69.06060606
292,10.78,169.3,1.139748475,0.027829314,0.496683659,73.26060606
293,10.36,168.6,1.140920601,0.042471042,0.527505108,68.0969697
294,10.14,167.3,1.142506348,0.035502959,0.507183491,64.71515152
295,10.71,168.1,1.142627622,0.031746032,0.487372707,63.25454545
296,10.61,171.3,1.143409649,0.041470311,0.482086765,64.6
297,10.17,168.4,1.144244917,0.045231072,0.45400219,63.1030303
298,9.82,167.8,1.14520731,0.078411405,0.472028819,57.49090909
299,9.8,169.2,1.145042934,0.112244898,0.467500315,61.81212121
300,9.75,172,1.144357034,0.115897436,0.400881171,62.6969697
301,9.57,175.5,1.144201123,0.096133751,0.237385083,67.98181818
302,8.61,179.1,1.144464313,0.12195122,0.205265617,68.19393939
303,8.22,181.3,1.145031283,0.114355231,0.291206055,69.26666667
304,9.2,182.5,1.143651543,0.130434783,0.501697332,69.78787879
305,9.78,185.4,1.144231174,0.097137014,0.768376154,67.05454545
306,10.32,187.8,1.143776862,0.052325581,0.741793163,65.4969697
307,9.96,193.1,1.144487751,0.078313253,0.674980191,57.95151515
308,8.74,208.7,1.145604928,0.156750572,0.521857017,42.24242424
309,7.01,240.3,1.14682613,0.245363766,0.633733238,32.34545455
310,6.4,247.8,1.147728284,0.0859375,0.526231052,32.90909091
311,6.01,253.6,1.147262009,0.058236273,0.707821036,20.61212121
312,5.26,260,1.146114927,0.102661597,0.624976246,12.75757576
313,4.41,266.3,1.145735946,0.142857143,0.664335937,2.836363636
314,4.15,93.5,1.144578507,0.089156627,0.195706511,0.43030303
315,3.82,106.3,1.143944922,0.214659686,0,2.490909091
316,5.07,135.7,1.142088379,0.1617357,0.089397581,7.739393939
317,6.69,139.2,1.140838596,0.13303438,0.168956936,14.81818182
318,8.03,143.6,1.140513855,0.110834371,0.175489327,25.73333333
319,7.57,148.5,1.13869666,0.104359313,0.142377034,31.27878788
320,8.16,146.7,1.137690254,0.096813725,0.117375308,32.66666667
321,8.76,146.9,1.135839918,0.081050228,0.198811516,40.53333333
322,8.02,148.9,1.134558283,0.109725686,0.116559603,40.61818182
323,8.37,151.9,1.133358271,0.133811231,0.103205289,45.03636364
324,7.97,150.9,1.131905694,0.139272271,0.16482525,51.39393939
325,8.21,149.1,1.131254513,0.110840438,0.102430001,33.92727273
326,6.81,157.2,1.129848072,0.117474302,0.134457385,29.41212121
327,6.67,159.8,1.128661315,0.130434783,0.180292309,29.46666667
328,6.11,155.8,1.128672864,0.165302782,0.173858405,28.41212121
329,6.54,163.8,1.127766747,0.114678899,0.172986939,21.23030303
330,6.4,154.4,1.127686563,0.153125,0.08850693,15.43030303
331,6.15,158.8,1.126968504,0.143089431,0.161002033,19.43030303
332,6.51,161.8,1.125916062,0.202764977,0.271882961,14.5030303
333,5.72,163.4,1.125332091,0.155594406,0.177793269,17.36363636
334,5.8,163.4,1.124885885,0.151724138,0.18354527,7.218181818
335,5.77,169.6,1.123605738,0.105719237,0.134901847,20.24848485
336,5.68,169.4,1.122985879,0.147887324,0.230556559,12.46060606
337,5.1,171.9,1.121982504,0.164705882,0.15324904,16.18787879
338,5.28,168.1,1.12174408,0.121212121,0.244337295,12.23030303
339,4.53,162.2,1.121429366,0.205298013,0.02961684,12.57575758
340,5.76,173,1.120922326,0.126736111,0.18068738,13.5030303
341,5.33,169.7,1.12070984,0.178236398,0.119864227,12.27272727
342,5.18,166.7,1.120409736,0.146718147,0.206566081,7.703030303
343,5.33,164.2,1.119995192,0.196998124,0.168782181,5.763636364
344,5.72,171.6,1.119070408,0.108391608,0.285536506,5.715151515
345,5.3,170.5,1.119063816,0.128301887,0.169775008,1.587878788
346,4.93,168,1.118861785,0.121703854,0.227531461,9.393939394
347,4.78,190,1.117041456,0.211297071,0.109536215,-0.078787879
348,5.13,170.5,1.11681709,0.144249513,0.156963473,5.496969697
349,5.1,168.2,1.116542341,0.147058824,0.116227682,4.63030303
350,4.21,177.1,1.115645296,0.275534442,0.108110391,3.818181818
351,5.32,191.9,1.11539844,0.133458647,0.205451783,3.327272727
352,5.14,221.2,1.114014688,0.13618677,0.213002653,1.56969697
353,4.97,214,1.113959887,0.142857143,0.205903364,2.76969697
354,4.87,213,1.114261031,0.112936345,0.155856883,-0.56969697
355,4.47,210.6,1.111938146,0.161073826,0.314422346,0.284848485
356,4.61,215.3,1.112736439,0.097613883,0.293164974,0.812121212
357,3.79,215.9,1.111449393,0.129287599,0.382818122,1.127272727
358,4.45,219.6,1.112981606,0.098876404,0.160391265,0.090909091
359,3.78,217.9,1.113548869,0.097883598,0.222308387,-0.739393939
360,3.77,218.7,1.114075794,0.092838196,0.06577474,-0.393939394
361,4.1,222.4,1.114144311,0.102439024,0.252162536,2.527272727
362,4.05,203.9,1.115543207,0.066666667,0.434793739,0.127272727
363,5.21,203.8,1.115362427,0.078694818,0.559445611,2.812121212
364,5.31,206.1,1.114770079,0.064030132,0.478983442,2.503030303
365,5.18,206.3,1.114982666,0.030888031,0.362505891,1.163636364
366,5,210.4,1.114802076,0.066,0.424611462,0.315151515
367,4.79,209.2,1.115577259,0.048016701,0.286689197,1.351515152
368,5.33,207.9,1.116344309,0.04315197,0.265272701,4.163636364
369,5.47,210.9,1.117073292,0.171846435,0.443480954,8.393939394
370,4.49,216,1.121045749,0.138084633,0.643960645,6.103030303
371,4.54,235.7,1.122567006,0.077092511,0.331828755,4.163636364
372,4.65,241,1.121937215,0.070967742,0.477811863,0.648484848
373,5.28,236.4,1.120777577,0.045454545,0.384876356,1.842424242
374,5.54,237.1,1.120763595,0.034296029,0.337064626,5
375,5.28,244.6,1.120936905,0.045454545,0.230293644,5.684848485
376,5.59,248,1.121121762,0.032200358,0.288105412,8.381818182
377,4.88,246,1.120930417,0.049180328,-0.036118358,6.896969697
378,4.66,244.9,1.120979897,0.040772532,-0.134100387,3.56969697
379,5.28,242.5,1.121701973,0.043560606,0.165905656,4.515151515
380,5.72,241.3,1.122561921,0.125874126,0.211705837,8.696969697
381,7.21,239.9,1.123096851,0.033287101,0.581231544,13.12121212
382,7.08,236.7,1.122912576,0.043785311,0.435302554,13.60606061
383,6.69,233.5,1.124364887,0.056801196,0.488195194,13.44242424
384,6.61,237.3,1.124633391,0.055975794,0.432705818,10.72727273
385,6.1,242,1.123187991,0.047540984,0.312264855,9.466666667
386,6.32,241.8,1.120873996,0.025316456,0.459053018,12.15151515
387,6.56,243.6,1.119951379,0.022865854,0.371373396,13.89090909
388,6.54,244,1.119983376,0.019877676,0.266723635,14.52121212
389,6.54,244,1.120319929,0.021406728,0.154705107,13.79393939
390,6.9,244.7,1.120305049,0.030434783,0.156700836,18.78181818
391,7.35,242.7,1.121305954,0.028571429,0.42867633,17.38181818
392,7.47,239.6,1.12234324,0.033467202,0.663926773,16.12727273
393,4.39,252.9,1.12755647,0.334851936,0.607191941,1.896969697
394,3.99,274.6,1.129775693,0.122807018,1.020727025,-0.406060606
395,3.71,264.8,1.129668898,0.110512129,0.885713636,-0.393939394
396,3.87,275.7,1.131243747,0.067183463,0.679553158,-0.309090909
397,5.69,281.4,1.132334618,0.766256591,0.059341821,6.757575758
398,8.17,321.2,1.143415336,0.104039168,0.616466469,63.53939394
399,6.13,322.6,1.144657147,0.205546493,0.580598331,22.96363636
400,4.33,324,1.143411448,0.122401848,1.057364036,0.775757576
401,3.83,321.6,1.143299678,0.104438642,0.703737233,-0.066666667
402,4.64,223.5,1.115129344,0.157327586,0.274827004,-0.496969697
403,4.79,231,1.115754663,0.139874739,0.229397555,3.224242424
404,6.42,254.4,1.116167509,0.151090343,0.240960465,1.454545455
405,6.77,278.9,1.117768407,0.091580502,0.216961633,20.48484848
406,6.88,286.5,1.118685054,0.174418605,0.18506937,19.63636364
407,7.65,301.2,1.12357289,0.130718954,0.15014025,45.72121212
408,7.4,302.7,1.125178752,0.090540541,0.260872931,31.57575758
409,6.95,300.1,1.125094307,0.136690647,0.341339042,24.70909091
410,8.26,297.4,1.125142228,0.10653753,0.211436939,27.93939394
411,8.93,299.3,1.126756397,0.10862262,0.211208416,51.24848485
412,9.97,296.3,1.128127534,0.065195587,0.343889897,53.73939394
