Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
62,18.91,176.5,1.149413616,0.092014807,0.182300597,101.3878788
63,19.41,177.3,1.148987597,0.08758372,0.217435089,101.630303
64,20.03,174,1.147049771,0.058412381,0.177700858,101.4787879
65,19.19,176.4,1.145873444,0.09119333,0.203502798,101.3393939
66,18.99,177.9,1.143634627,0.110584518,0.216037889,101.4363636
67,18.58,175.9,1.141896407,0.090419806,0.186977694,101.5151515
68,19.67,173.7,1.141091301,0.104728012,0.194607253,101.2969697
69,20.63,173.1,1.141154098,0.068831798,0.209876202,101.4969697
70,20.94,179,1.139961066,0.083572111,0.225325224,101.4484848
71,16.91,184.5,1.130376276,0.131283264,0.282574485,101.5515152
72,19.81,182.6,1.130809847,0.094396769,0.330661912,101.3575758
73,19,184.2,1.13140662,0.109473684,0.328225805,101.3575758
74,18.15,180.6,1.132377714,0.088705234,0.310810604,101.5090909
75,17.4,179.4,1.133645314,0.102298851,0.331156291,101.5212121
76,17.92,180.2,1.1347533,0.077008929,0.348196123,101.4121212
77,17.42,180.5,1.135223569,0.083237658,0.329266982,101.430303
78,17.36,179.4,1.135759392,0.077764977,0.377005766,101.5151515
79,16.25,176.9,1.136675051,0.076923077,0.359786162,101.5090909
80,15.97,176.7,1.137485555,0.080150282,0.366644441,101.5090909
81,16.06,176.8,1.137937387,0.075965131,0.348174456,101.5272727
82,15.72,175.7,1.138591708,0.083333333,0.353026957,101.5575758
83,15.75,175.2,1.138951935,0.082539683,0.348995316,101.5090909
84,15.26,174.3,1.140110455,0.072739187,0.392205725,101.369697
85,14.84,173,1.141068054,0.057277628,0.398999035,101.569697
86,14.74,171.6,1.142341739,0.073270014,0.35904263,101.4666667
87,14.75,172.3,1.143177084,0.077966102,0.344664152,101.4666667
88,14.76,172.1,1.144032153,0.066395664,0.423110714,101.4787879
89,15,171.2,1.144868059,0.058666667,0.422819424,101.5515152
90,15.3,171.6,1.145482191,0.067973856,0.438327917,101.4848485
91,15.22,171.5,1.146035542,0.057161629,0.393333378,101.4848485
92,14.66,171.4,1.146971209,0.064802183,0.40437214,101.5333333
93,13.94,169.8,1.147762846,0.06456241,0.419686192,101.5393939
94,13.38,168.5,1.148439525,0.067264574,0.40896597,101.5272727
95,13.32,168,1.14891527,0.072822823,0.429122166,101.4424242
96,13.58,168.9,1.149342447,0.08173785,0.443919122,101.4666667
97,13.9,169,1.149069005,0.082014388,0.401784406,101.369697
98,13.96,171,1.149170433,0.081661891,0.38092353,101.5454545
99,13.98,171.7,1.149067753,0.068669528,0.403072306,101.3030303
100,13.11,171.3,1.149675685,0.067124333,0.363684514,100.0848485
101,13.01,171.1,1.149919515,0.076863951,0.425905768,99.12727273
102,13.13,172.3,1.150088147,0.075399848,0.409380959,98.92121212
103,12.7,173.3,1.150541638,0.079527559,0.433139896,91.21818182
104,12.89,174.4,1.150785941,0.077579519,0.434467749,82.52121212
105,12.79,176,1.150953427,0.06645817,0.433995943,77.51515152
106,12.67,176.5,1.151245777,0.079715864,0.408838386,89.32727273
107,12.37,175.4,1.151347789,0.060630558,0.38958889,90.95757576
108,11.71,174.5,1.15194143,0.064901793,0.364006646,89.24848485
109,10.96,174.6,1.152416784,0.070255474,0.474976336,77.79393939
110,10.28,174.6,1.153357495,0.071984436,0.453913573,65.15757576
111,10.33,175.4,1.153505086,0.083252662,0.48599796,62.07878788
112,10.72,176,1.153520805,0.072761194,0.451037324,71.72727273
113,11.45,176.1,1.152821491,0.070742358,0.47393537,81.92121212
114,11.58,178,1.152810378,0.077720207,0.47512806,88.92121212
115,11.33,177.9,1.152814951,0.090909091,0.429025751,91.3030303
116,11.35,178.6,1.152950455,0.08722467,0.402239968,95.76969697
117,11.25,179.8,1.152948457,0.078222222,0.471108936,99.80606061
118,11.41,178.3,1.153047155,0.070990359,0.437531384,98.54545455
119,10.97,178,1.153246282,0.07657247,0.417567632,95.36363636
120,10.5,177.3,1.153690992,0.087619048,0.456338332,87.13333333
121,10.31,175.7,1.15406407,0.088263822,0.530394519,75.67272727
122,10.25,174.6,1.154429879,0.071219512,0.498363635,71.44848485
123,9.68,172.9,1.155122312,0.084710744,0.514086715,68.41818182
124,9.7,172.2,1.155851477,0.072164948,0.568391493,66.11515152
125,10.63,171.8,1.155799079,0.063029163,0.571100424,78.88484848
126,10.64,169.9,1.156205729,0.066729323,0.56779114,83.26060606
127,10.31,168.8,1.157123651,0.069835112,0.585789661,80.86060606
128,10.33,167.4,1.157486909,0.062923524,0.598524097,82.52121212
129,10.51,166.2,1.157946289,0.058039962,0.614487064,85.32727273
130,10.03,164.5,1.158778599,0.076769691,0.648625399,85.18787879
131,9.53,165,1.159856696,0.062959077,0.622752261,85.75151515
132,9.97,166.8,1.159985092,0.046138415,0.597076002,88.20606061
133,10.49,166,1.160045198,0.036224976,0.588071394,91.36363636
134,10.36,161.8,1.161262002,0.042471042,0.527505108,97.27272727
135,10.66,160.1,1.162586331,0.062851782,0.53719235,100.3818182
136,11.97,162.3,1.161921955,0.043441938,0.582214762,101.4787879
137,12.32,163.7,1.161845541,0.045454545,0.58674142,101.4787879
138,12.34,164.9,1.16157587,0.046191248,0.585653299,101.4848485
139,12.02,164.7,1.161680517,0.054076539,0.574655279,101.4363636
140,11.63,164.2,1.162063023,0.065348237,0.571911473,101.2545455
141,11.8,164.4,1.162240196,0.070338983,0.579573617,101.0848485
142,12.33,164.9,1.161821335,0.065693431,0.546676279,101.5818182
143,12.64,166.4,1.161185601,0.0625,0.5071051,101.5333333
144,12.58,167.6,1.160888182,0.074721781,0.507603619,101.4242424
145,11.71,169.6,1.161149472,0.081981213,0.466912699,96.64848485
146,10.64,175.4,1.161037085,0.080827068,0.470225887,89.67272727
147,11.54,177.4,1.160419174,0.095320624,0.404208333,98.84848485
148,12.67,176.7,1.159853878,0.059194949,0.396229667,100.2242424
149,11.84,179.7,1.159858413,0.074324324,0.397486615,100.9333333
150,11.48,181.8,1.159498768,0.076655052,0.40420431,93.99393939
151,11.95,178.7,1.159002881,0.084518828,0.353896216,98.36969697
152,14.96,189.7,1.146634704,0.089572193,0.195433016,101.5151515
153,16.14,190.3,1.145378518,0.080545229,0.227311894,101.4424242
154,15.62,196.3,1.143199118,0.108834827,0.22268264,100.5939394
155,18.6,198,1.141839825,0.07688172,0.224761013,101.6545455
156,18.18,196.8,1.142230133,0.071507151,0.276794673,101.4
157,16.75,196.7,1.141647739,0.100298507,0.227409284,101.6
158,17.6,194.1,1.141417451,0.093181818,0.265096606,101.4181818
159,17.68,192.7,1.140681854,0.097850679,0.225948175,101.4848485
160,17.44,191,1.14077446,0.109518349,0.237712403,101.5393939
161,17.14,190.2,1.139676088,0.093932322,0.255152985,101.4484848
162,16.05,186.1,1.13900141,0.101557632,0.251784441,101.430303
163,16.36,187.4,1.138217104,0.091075795,0.278830917,101.5454545
164,16.64,188.7,1.137511676,0.087139423,0.230473131,101.4
165,16.51,185.8,1.136903173,0.08782556,0.241366921,101.6060606
166,16.43,186.3,1.136299176,0.076688984,0.205226007,101.369697
167,15.6,187.8,1.135379783,0.113461538,0.22928879,101.569697
168,15.39,187.5,1.134131604,0.131903834,0.260000107,101.4484848
169,15.55,185.4,1.133209757,0.120257235,0.249159371,101.4484848
170,15.88,187.4,1.132024767,0.117758186,0.253072298,101.4363636
171,17.12,187.8,1.13130822,0.09521028,0.195160285,101.4666667
172,17.54,186.1,1.131810188,0.08722919,0.209680553,101.5454545
173,17.6,189.3,1.130290321,0.107386364,0.287966616,101.4242424
174,18.74,189.8,1.130207869,0.081109925,0.246709138,101.3636364
175,17.99,187.8,1.129350179,0.141745414,0.245170158,101.4848485
176,18.44,189,1.129806436,0.092190889,0.193710356,101.4787879
177,17.67,186.3,1.131310644,0.102999434,0.266814666,101.4
178,19.17,187.8,1.131730501,0.077725613,0.26162322,101.4969697
179,18.05,186.7,1.133396597,0.082548476,0.260854229,101.5272727
180,18.31,187.2,1.133730019,0.111414528,0.199125042,101.3151515
181,18.27,188.8,1.134078028,0.104542967,0.224997528,101.5030303
182,19.88,192.4,1.133402729,0.089034205,0.24298653,101.4424242
183,20.05,192.6,1.133107954,0.103241895,0.269391707,101.3030303
184,19.76,192.2,1.133476404,0.076417004,0.253348383,101.6121212
185,18.34,190.2,1.13403966,0.10523446,0.230802585,101.3636364
186,19.03,193.6,1.133986743,0.109301104,0.283469878,101.3151515
187,18.57,195.6,1.132772165,0.117932149,0.259829736,101.5757576
188,18.31,195.1,1.132954839,0.112506827,0.30094076,101.4060606
189,19.42,192.9,1.133332498,0.084449022,0.251637582,101.3818182
190,19.56,191.4,1.133314894,0.084867076,0.28689151,101.4787879
191,19.37,191.5,1.134740811,0.103768715,0.231864941,101.4969697
192,18.37,191.4,1.135571186,0.10397387,0.2916002,101.4727273
193,18.95,190.6,1.135391492,0.093931398,0.267491731,101.4848485
194,18.63,189.9,1.134150324,0.096618357,0.275077107,101.3454545
195,20.62,189.9,1.133696077,0.09214355,0.261488571,101.569697
196,18.42,189.5,1.133810592,0.107491857,0.285263222,101.369697
197,19.02,190.3,1.133297435,0.097791798,0.280976634,101.4424242
198,17.27,187,1.133559608,0.104806022,0.360916276,101.5393939
199,16.92,184.1,1.133279534,0.082742317,0.321498275,101.4787879
200,16.69,186.5,1.132716385,0.106650689,0.323189785,101.4424242
201,15.86,185.9,1.132931283,0.136191677,0.293005514,101.5090909
202,19.46,185,1.131962546,0.083247688,0.345069068,101.430303
203,17.67,183.8,1.131635851,0.126202603,0.309752151,101.4424242
204,17.27,184.6,1.131880147,0.090909091,0.310057608,101.3818182
205,16.11,178.8,1.132256994,0.114835506,0.29443833,101.5272727
206,16.85,182.5,1.133140944,0.099703264,0.279158902,101.3939394
207,17.63,183.2,1.133784221,0.102098695,0.326502259,101.5393939
208,17.07,183.4,1.134690916,0.106033978,0.321466278,101.4909091
209,15.1,184.5,1.135585598,0.091390728,0.346330294,101.5030303
210,15.75,183.9,1.135541449,0.086984127,0.358918922,101.4909091
211,15.61,181,1.135693244,0.077514414,0.325864732,101.4484848
212,15.67,183.8,1.136335087,0.097000638,0.387751537,101.5393939
213,14.94,185.5,1.137093018,0.089022758,0.428293631,100.8666667
214,16.04,189,1.137293897,0.069201995,0.382930994,101.1515152
215,15.3,188,1.13780905,0.082352941,0.341436479,101.4787879
216,14.08,185.8,1.137986333,0.086647727,0.417000192,101.5272727
217,13.43,187.5,1.138252666,0.113179449,0.373773639,98.85454545
218,13.44,187.2,1.138109229,0.102678571,0.359825626,97.14545455
219,12.77,185.5,1.138257344,0.09945184,0.451735187,99.24242424
220,12.06,180.8,1.138117142,0.106135987,0.31191737,100.1151515
221,12.44,175.2,1.137416605,0.077170418,0.314017411,85.44848485
222,12.49,178,1.138177054,0.084867894,0.370742232,97.8969697
223,12.91,182.8,1.138554497,0.116963594,0.400509192,86.92121212
224,12.99,185.5,1.139065568,0.103926097,0.476922865,101.3090909
225,13.41,184.5,1.138163615,0.104399702,0.42594741,93.31515152
226,12.74,186.1,1.138469437,0.089481947,0.402190259,97.98787879
227,13.18,188.1,1.138645887,0.084218513,0.415790338,94.68484848
228,12.58,185.4,1.139287051,0.081875994,0.481133831,90.36363636
229,11.66,186.4,1.139747054,0.072898799,0.480938263,76.96969697
230,11.63,183.2,1.139824451,0.053310404,0.437686303,85.93333333
231,10.9,185.6,1.140065311,0.088990826,0.50075358,64.03636364
232,10.14,187.8,1.141084654,0.072978304,0.504432741,49.80606061
233,10.43,191.8,1.143669015,0.099712368,0.594729591,45.79393939
234,11.14,201.8,1.143444145,0.096050269,0.587761801,31.6969697
235,10.61,212.1,1.143841857,0.051837889,0.556134624,51.84242424
236,10.96,217.6,1.144204385,0.084854015,0.515501612,73.5030303
237,10.41,213.4,1.143714241,0.09414025,0.473889236,54.7030303
238,10.55,233.3,1.144944042,0.109952607,0.418070305,54.72121212
239,8.59,250,1.14691826,0.220023283,0.319252704,26.61818182
240,7.08,268,1.151179099,0.22740113,0.07335669,30.45454545
241,5.45,271.8,1.154720667,0.253211009,-0.103516906,13.9030303
242,5.29,268,1.156109536,0.262759924,0.143074993,13.24848485
243,6.7,262.1,1.156128129,0.179104478,0.35904263,10.07878788
244,7.19,263.4,1.155323724,0.109874826,0.446765798,25
245,7.43,251.4,1.155446888,0.099596231,0.616205685,21.7030303
246,7.24,232.6,1.155394494,0.089779006,0.747995932,19.13333333
247,8.05,217.9,1.153436374,0.07826087,1.080149784,12.15757576
248,7.24,195.7,1.151565218,0.10359116,0.959701768,25.2
249,6.82,186.7,1.15221317,0.074780059,0.798780549,33.76363636
250,8.51,184.8,1.150192133,0.05052879,0.754179002,62.22424242
251,8.59,177.6,1.150670663,0.058207218,0.731407667,71.15757576
252,9.19,177.9,1.152366065,0.056583243,0.79329321,66.92121212
253,8.78,180.9,1.154118721,0.054669704,0.867984017,80.41818182
254,7.99,175.9,1.15567923,0.063829787,0.793448862,72.44848485
255,8.29,174.3,1.156384049,0.069963812,0.927588294,36.64242424
256,8.58,178.3,1.154907125,0.072261072,0.967647748,42.62424242
257,8.52,185.8,1.154045289,0.064553991,0.808705201,36.60606061
258,9.45,191.2,1.153153388,0.153439153,0.737531987,24.23636364
259,11.4,194.2,1.152731387,0.08245614,0.471430132,33.81212121
260,11.75,196,1.153042455,0.089361702,0.45816316,61.0969697
261,11.51,192.7,1.153728775,0.079930495,0.499999523,75.40606061
262,10.92,193.2,1.154269734,0.10989011,0.527923418,57.84848485
263,10.63,195,1.154742868,0.070555033,0.538908121,46.16363636
264,10.64,197.2,1.154866401,0.079887218,0.498786807,45.58181818
265,10.59,198.4,1.155653968,0.082152975,0.467516165,20.10909091
266,11.08,199.8,1.155888707,0.069494585,0.526945721,22.2969697
267,10.68,200,1.156581417,0.072097378,0.530765943,11.7030303
268,9.79,201.2,1.156477332,0.078651685,0.513306925,19.16363636
269,8.98,203.6,1.156668721,0.076837416,0.460073463,20.7030303
270,9.1,202.4,1.156920118,0.110989011,0.576434069,14.78181818
271,9.26,204.5,1.157175007,0.091792657,0.513112442,21.24242424
272,9.41,205.6,1.15733829,0.078639745,0.500970648,25.02424242
273,8.93,208.1,1.157765647,0.082866741,0.582522668,22.35757576
274,8.43,209.5,1.158240853,0.077105575,0.536874421,17.32727273
275,8.57,205.2,1.158444056,0.074679113,0.507347295,14.25454545
276,8.22,206.6,1.158611623,0.064476886,0.562864389,13.51515152
277,8.53,211,1.159027371,0.067995311,0.63120971,11.18787879
278,7.16,212.5,1.159579655,0.069832402,0.659786798,14.27272727
279,6.98,215.9,1.160240129,0.064469914,0.714530692,21.2
280,6.75,214.4,1.16074481,0.051851852,0.622615152,18.68484848
281,6.36,213.4,1.160724749,0.061320755,0.371700646,12.08484848
282,7.14,209.6,1.160921204,0.071428571,0.342404124,8.866666667
283,8.38,209.2,1.161462428,0.052505967,0.444558035,16.34545455
284,8.85,210.7,1.161951895,0.040677966,0.540015867,12.77575758
285,8.85,205.8,1.162879361,0.058757062,0.476908496,5.23030303
286,7.67,209.5,1.162758644,0.075619296,0.465451449,3.76969697
287,7.19,209.7,1.161542551,0.077885953,0.52363264,4.709090909
288,6.35,209.3,1.159848829,0.135433071,0.397295823,4.503030303
289,6.62,210.2,1.158307197,0.129909366,0.324580718,10.20606061
290,6.68,213.7,1.157338856,0.119760479,0.234769,10.03030303
291,6.23,210.9,1.156030266,0.123595506,0.288976959,7.012121212
292,6.63,200.6,1.154642201,0.111613876,0.22177946,5.903030303
293,6.99,200,1.15471528,0.110157368,0.269980451,7.848484848
294,7.62,203.2,1.155343817,0.112860892,0.239867609,19.59393939
295,7.64,212.4,1.155494859,0.115183246,0.252194311,9.678787879
296,7.36,214,1.154678361,0.111413043,0.262377842,13.48484848
297,7.41,215.3,1.154577324,0.117408907,0.240367267,12.14545455
298,7.82,209.3,1.153201783,0.097186701,0.297415648,13.62424242
299,7.33,205.9,1.152973138,0.117326057,0.233020065,14.58787879
300,6.81,217.5,1.153416503,0.099853157,0.219220486,10.88484848
301,6.66,217,1.153127344,0.132132132,0.224415816,4.83030303
302,6.24,210.9,1.152330951,0.145833333,0.20885993,2.593939394
303,6.52,209.2,1.151589012,0.119631902,0.199475111,1.739393939
304,5.15,211.5,1.150805937,0.2,0.133313808,1.903030303
305,5,219.2,1.1470397,0.156,0.151663014,9.2
306,4.71,216.7,1.14576761,0.129511677,0.071890743,3.642424242
307,5.8,246.5,1.146790099,0.112068966,0.070027062,2.327272727
308,5.55,250.9,1.146125663,0.156756757,0.073233998,3.76969697
309,5.52,238.6,1.146523808,0.121376812,0.162754416,14.33939394
310,4.79,243.5,1.146227392,0.129436326,0.080265717,9.163636364
311,5.23,222.3,1.146198334,0.133843212,0.069014641,1.618181818
312,5.62,210.2,1.146870175,0.128113879,0.159751723,5.387878788
313,5.42,222.6,1.147403167,0.097785978,0.109193973,4.56969697
314,5.03,228.9,1.147436023,0.180914513,0.026655081,22.12727273
315,6.33,233.7,1.148027162,0.075829384,0.152497228,14.34545455
316,5.51,222.7,1.147311092,0.143375681,0.120095737,3.327272727
317,4.97,230.5,1.146218229,0.193158954,0.068071621,4.533333333
318,5.07,244.8,1.145987745,0.193293886,0.053205659,5.490909091
319,3.97,265.4,1.144167115,0.259445844,-0.033319076,7.163636364
320,4.4,263.4,1.145707863,0.295454545,0.051065009,4.490909091
321,3.61,249,1.144530442,0.315789474,0.075090984,0.921212121
322,4.14,276,1.143898557,0.256038647,-0.115007006,9.4
323,5.49,266.6,1.147067189,0.196721311,-0.102779867,29.52121212
324,5.15,276.7,1.148120749,0.273786408,-0.447695402,28.81818182
325,3.76,287.4,1.146836063,0.239361702,-0.235211136,13.73333333
326,4.23,289.2,1.145066696,0.274231678,-0.349145344,16.96363636
327,4.26,282.7,1.145291581,0.276995305,-0.204108634,12.52121212
328,4.19,282.3,1.146392139,0.281622912,-0.221803447,16.78787879
329,4.09,288.8,1.147004447,0.24205379,-0.441782535,47.33333333
330,6.75,293.3,1.14971224,0.241481481,-0.231066329,64.50909091
331,5.19,291.8,1.151378126,0.161849711,-0.322135605,55.70909091
332,6.58,298.1,1.152002926,0.214285714,-0.206175036,36.18181818
333,6.81,337.2,1.151951796,0.12041116,-0.006513876,10.77575758
334,6.41,327.2,1.151939068,0.102964119,0.077574648,4.696969697
335,5.28,326.7,1.151081072,0.115530303,0.012656616,2.690909091
336,5.74,329.5,1.149799341,0.155052265,0.007752992,9.054545455
337,5.96,324.6,1.149033105,0.13590604,0.091296278,6.8
338,5.41,319.4,1.148795762,0.153419593,-0.032605797,5.381818182
339,4.28,315.1,1.147085417,0.207943925,-0.051300896,8.878787879
340,4.65,314.5,1.146269847,0.215053763,-0.009533191,5.309090909
341,4.78,137.1,1.147400135,0.115062762,0.134080443,0.860606061
342,3.72,64.62,1.157686987,0.255376344,-0.138872096,1.218181818
343,4.47,72.97,1.160612524,0.232662192,-0.365707658,2.848484848
344,4.51,83.2,1.162040505,0.301552106,0.195512107,2.842424242
345,3.86,70.66,1.164527779,0.235751295,0.179712258,2.381818182
346,3.66,63.94,1.166565547,0.265027322,-0.684064989,5.060606061
347,4.64,66.31,1.166181033,0.224137931,-0.377684024,4.872727273
348,3.57,55.11,1.168889729,0.210084034,-0.184960845,2.927272727
349,4.51,343.5,1.173261596,0.168514412,0.339942927,1.551515152
350,5.7,6.06,1.173087246,0.098245614,0.242706636,4.145454545
351,6.35,25.35,1.17309346,0.088188976,0.295105306,16.0969697
352,6.2,21.14,1.172763381,0.088709677,0.331682156,12.60606061
353,6.17,26.97,1.17230927,0.066450567,0.333422187,12.87878788
354,6.61,25.82,1.17230927,0.068078669,0.294204948,7.945454545
355,7.4,22.58,1.1729331,0.059459459,0.30175562,15.67272727
356,7.57,23.42,1.172860004,0.05680317,0.199416033,22.6969697
357,7.08,29.3,1.172877071,0.086158192,0.320032957,18.1030303
358,7.47,24.15,1.172918105,0.073627845,0.315802249,9.787878788
359,6.54,27.48,1.173711067,0.082568807,0.376630226,16.52121212
360,8.71,28.35,1.172668154,0.113662457,0.276656442,27.32121212
361,6.39,21.82,1.173454375,0.095461659,0.353439151,22.27272727
362,6.04,20.5,1.174226826,0.147350993,0.311363002,21.33939394
363,7.16,14.65,1.174289608,0.115921788,0.291292112,21.85454545
364,8.06,7.73,1.174937306,0.076923077,0.313201008,24.24848485
365,8.74,356,1.175678586,0.130434783,0.264166128,37.23636364
366,11.18,336.6,1.177097378,0.112701252,0.252205963,69.91515152
367,11.14,337.1,1.179861275,0.090664273,0.230930451,78.21212121
368,11.12,334.7,1.180733412,0.075539568,0.235806218,57.35757576
369,9.87,337.6,1.18029786,0.09118541,0.232280256,80.16363636
370,10.54,347.2,1.180021288,0.114800759,0.273244426,98.96969697
371,10.73,353.3,1.180097266,0.106244175,0.237943602,86.24242424
372,9.77,0.96,1.180164573,0.097236438,0.204669079,63.65454545
373,9.86,4.07,1.180289982,0.072008114,0.26274989,46.66666667
374,8.92,10.39,1.180077492,0.091928251,0.286665538,46.81818182
375,8.84,15.59,1.179733015,0.081447964,0.275170229,42.87878788
376,7.58,19.93,1.179484853,0.08707124,0.327800324,24.58787879
377,6.42,35.43,1.179306663,0.132398754,0.23326122,21.74545455
378,5.5,43.22,1.179233146,0.285454545,0.12458761,29.2969697
379,4.82,58.65,1.178564182,0.300829876,-0.464093159,24.04848485
380,4.59,58.49,1.177441863,0.145969499,-0.512046081,23.04242424
381,4.7,59.38,1.17769242,0.206382979,-0.287724931,9.945454545
382,4.86,35.62,1.178153742,0.146090535,0.170948178,3.945454545
383,3.6,77.18,1.177869482,0.186111111,0.873038013,-0.666666667
384,3.88,264.8,1.153436055,0.231958763,-0.045332799,2.284848485
385,5.39,319.2,1.15472321,0.163265306,0.135949425,11.46060606
386,6.16,310.5,1.156677742,0.092532468,0.107112475,20.32121212
387,7.43,308,1.157425826,0.074024226,0.138775662,21.38181818
388,6.61,303.9,1.158383654,0.137670197,0.138655307,21.43030303
389,5.88,302.1,1.158431625,0.168367347,-0.052266648,15.23030303
390,4.83,301.8,1.158395941,0.225672878,-0.036489199,5.418181818
391,3.74,264,1.160001499,0.176470588,-0.052819056,-0.345454545
392,4.19,265.6,1.161165828,0.23150358,-0.09850709,2.927272727
393,4.64,266.9,1.16150611,0.234913793,-0.196859738,5.872727273
394,5.67,264.6,1.161257889,0.141093474,0.112491382,5.478787879
395,5.63,258.7,1.161682154,0.103019538,0.276964293,6.581818182
396,5.85,256.7,1.162334936,0.073504274,0.231921516,9.884848485
397,6.1,257.6,1.162964136,0.062295082,0.254352411,13.08484848
398,6.26,255.9,1.163365173,0.086261981,0.320044534,13.54545455
399,6,253.1,1.163533671,0.09,0.431794103,12.07878788
400,6.47,253.5,1.163750549,0.080370943,0.493937266,14.13939394
401,6.72,252.4,1.16376231,0.068452381,0.38130582,13.9030303
402,6.42,251.8,1.164047294,0.074766355,0.425834897,13.66666667
403,6.57,254,1.164513433,0.074581431,0.43150668,18.81212121
404,7.05,257.3,1.164894943,0.066666667,0.376801465,23.31515152
405,7.06,252.3,1.16506001,0.073654391,0.463636287,14.96969697
406,7.01,251.1,1.165438896,0.069900143,0.467316748,21.76969697
407,8.07,262.5,1.166603123,0.12267658,0.344699021,52.06666667
408,6.01,287.3,1.169887966,0.22296173,-0.122234433,60.06666667
409,7.57,310.9,1.171972893,0.091149273,0.161227756,29.25454545
410,6.48,314.9,1.173143143,0.098765432,0.296603944,17.18787879
411,5.24,312.2,1.172621694,0.131679389,0.232146748,14.15151515
412,7.06,306.8,1.171873848,0.092067989,0.295705206,11.36969697
413,4.57,302.2,1.171066438,0.225382932,-0.145783805,2.636363636
